Job Id,Job Title,Job Description,Job Type,Categories,Location,City,State,Country,Zip Code,Address,Remote,Salary From,Salary To,Salary Period,Apply URL,Apply Email,Posting Date,Expiration Date,Applications,Status,Views,Employer Email,Full Name,Company Name,Employer Website,Employer Phone,Employer Logo,Company Description
R-01248382,Field Sales Representative - Lab Equipment,,Full time,Diagnostics,"Remote, New Jersey, United States of America, Remote, Pennsylvania, United States of America","Remote, Remote","New Jersey, Pennsylvania",United States of America,,"Remote, New Jersey, United States of America, Remote, Pennsylvania, United States of America",True,,,,https://jobs.thermofisher.com/global/en/job/R-01248382/Field-Sales-Representative-Lab-Equipment,,2024-05-15T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01243658,Sales Representative II,,Full time,Diagnostics,"LocationRemote, Colorado, United States of America",LocationRemote,Colorado,United States of America,,"LocationRemote, Colorado, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01243658/Sales-Representative-II,,2024-06-03T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01241871,Genetic Analysis Instrument Sales Representative,,Full time,Diagnostics,"Remote, Kansas, United States of America, McPherson, Kansas, United States of America, Kansas City, Missouri, United States of America, Lenexa, Kansas, United States of America, Garnett, Kansas, United States of America, Overland Park, Kansas, United States of America, Emporia, Kansas, United States of America, Holcomb, Kansas, United States of America, Wichita, Kansas, United States of America","Remote, McPherson, Kansas City, Lenexa, Garnett, Overland Park, Emporia, Holcomb, Wichita","Kansas, Kansas, Missouri, Kansas, Kansas, Kansas, Kansas, Kansas, Kansas",United States of America,,"Remote, Kansas, United States of America, McPherson, Kansas, United States of America, Kansas City, Missouri, United States of America, Lenexa, Kansas, United States of America, Garnett, Kansas, United States of America, Overland Park, Kansas, United States of America, Emporia, Kansas, United States of America, Holcomb, Kansas, United States of America, Wichita, Kansas, United States of America",True,,,,https://jobs.thermofisher.com/global/en/job/R-01241871/Genetic-Analysis-Instrument-Sales-Representative,,2024-04-19T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01251632,Sr Account Manager,,Full time,Diagnostics,"LocationRemote, Massachusetts, United States of America",LocationRemote,Massachusetts,United States of America,,"LocationRemote, Massachusetts, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01251632/Sr-Account-Manager,,2024-06-05T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01223124,"Biotech Portfolio Lead, Sr Director (East Coast Region) - US, Remote",,Full time,Diagnostics,"LocationRemote, North Carolina, United States of America",LocationRemote,North Carolina,United States of America,,"LocationRemote, North Carolina, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01223124/Biotech-Portfolio-Lead-Sr-Director-East-Coast-Region-US-Remote,,2024-01-31T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01237868,Technical Sales Specialist - HPLC,,Full time,Diagnostics,"San Francisco, California, United States of America, San Jose, California, United States of America, Sacramento, California, United States of America","San Francisco, San Jose, Sacramento","California, California, California",United States of America,,"San Francisco, California, United States of America, San Jose, California, United States of America, Sacramento, California, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01237868/Technical-Sales-Specialist-HPLC,,2024-04-03T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01236076,"Business Development Lead, Corporate Accounts, Global Biotech",,Full time,Diagnostics,"LocationCambridge, Massachusetts, United States of America",LocationCambridge,Massachusetts,United States of America,,"LocationCambridge, Massachusetts, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01236076/Business-Development-Lead-Corporate-Accounts-Global-Biotech,,2024-03-15T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01229134,Field Sales Rep,,Full time,Diagnostics,"Worcester, Massachusetts, United States of America, Agawam, Massachusetts, United States of America","Worcester, Agawam","Massachusetts, Massachusetts",United States of America,,"Worcester, Massachusetts, United States of America, Agawam, Massachusetts, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01229134/Field-Sales-Rep,,2024-02-27T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01208225,Account Executive,,Full time,Diagnostics,"Cincinnati, Ohio, United States of America, Hanoverton, Ohio, United States of America, Columbus, Ohio, United States of America, Toledo, Ohio, United States of America, Remote, Ohio, United States of America, Highland Heights, Kentucky, United States of America, Oregon, Ohio, United States of America, Remote, Kentucky, United States of America, Shepherdsville, Kentucky, United States of America, Painesville, Ohio, United States of America, Marietta, Ohio, United States of America, Dayton, Ohio, United States of America, Florence, Kentucky, United States of America, Oakwood Village, Ohio, United States of America, Louisville, Kentucky, United States of America, Cleveland, Ohio, United States of America, Worthington, Ohio, United States of America, Lexington, Kentucky, United States of America, Blue Ash, Ohio, United States of America, Strongville, Ohio, United States of America","Cincinnati, Hanoverton, Columbus, Toledo, Remote, Highland Heights, Oregon, Remote, Shepherdsville, Painesville, Marietta, Dayton, Florence, Oakwood Village, Louisville, Cleveland, Worthington, Lexington, Blue Ash, Strongville","Ohio, Ohio, Ohio, Ohio, Ohio, Kentucky, Ohio, Kentucky, Kentucky, Ohio, Ohio, Ohio, Kentucky, Ohio, Kentucky, Ohio, Ohio, Kentucky, Ohio, Ohio",United States of America,,"Cincinnati, Ohio, United States of America, Hanoverton, Ohio, United States of America, Columbus, Ohio, United States of America, Toledo, Ohio, United States of America, Remote, Ohio, United States of America, Highland Heights, Kentucky, United States of America, Oregon, Ohio, United States of America, Remote, Kentucky, United States of America, Shepherdsville, Kentucky, United States of America, Painesville, Ohio, United States of America, Marietta, Ohio, United States of America, Dayton, Ohio, United States of America, Florence, Kentucky, United States of America, Oakwood Village, Ohio, United States of America, Louisville, Kentucky, United States of America, Cleveland, Ohio, United States of America, Worthington, Ohio, United States of America, Lexington, Kentucky, United States of America, Blue Ash, Ohio, United States of America, Strongville, Ohio, United States of America",True,,,,https://jobs.thermofisher.com/global/en/job/R-01208225/Account-Executive,,2024-04-18T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01236750,"Sr Director, Sales",,Full time,Diagnostics,"Remote, Massachusetts, United States of America, Remote, Maryland, United States of America, Remote, Pennsylvania, United States of America, Remote, Florida, United States of America, Remote, North Carolina, United States of America, Remote, Virginia, United States of America","Remote, Remote, Remote, Remote, Remote, Remote","Massachusetts, Maryland, Pennsylvania, Florida, North Carolina, Virginia",United States of America,,"Remote, Massachusetts, United States of America, Remote, Maryland, United States of America, Remote, Pennsylvania, United States of America, Remote, Florida, United States of America, Remote, North Carolina, United States of America, Remote, Virginia, United States of America",True,,,,https://jobs.thermofisher.com/global/en/job/R-01236750/Sr-Director-Sales,,2024-03-21T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01238703,"Business Development Manager – Cell, Gene & Advanced Therapy (CGAT)",,Full time,Diagnostics,"Houston, Texas, United States of America, Austin, Texas, United States of America","Houston, Austin","Texas, Texas",United States of America,,"Houston, Texas, United States of America, Austin, Texas, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01238703/Business-Development-Manager-Cell-Gene-Advanced-Therapy-CGAT,,2024-04-05T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01240855,Inside Sales Representative II,,Full time,Diagnostics,"LocationPortage, Michigan, United States of America",LocationPortage,Michigan,United States of America,,"LocationPortage, Michigan, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01240855/Inside-Sales-Representative-II,,2024-04-22T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01241050,"Associate Account Director, Business Development (Real World Evidence) US, Remote",,Full time,Diagnostics,"LocationRemote, Pennsylvania, United States of America",LocationRemote,Pennsylvania,United States of America,,"LocationRemote, Pennsylvania, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01241050/Associate-Account-Director-Business-Development-Real-World-Evidence-US-Remote,,2024-04-16T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01240833,Sr Sales Compensation Analyst,,Full time,Diagnostics,"LocationRemote, Massachusetts, United States of America",LocationRemote,Massachusetts,United States of America,,"LocationRemote, Massachusetts, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01240833/Sr-Sales-Compensation-Analyst,,2024-04-12T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01240463,Industry Director - Band 9 (RSD),,Full time,Diagnostics,"Remote, Pennsylvania, United States of America, Remote, Massachusetts, United States of America","Remote, Remote","Pennsylvania, Massachusetts",United States of America,,"Remote, Pennsylvania, United States of America, Remote, Massachusetts, United States of America",True,,,,https://jobs.thermofisher.com/global/en/job/R-01240463/Industry-Director-Band-9-RSD,,2024-04-15T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01239651,"VP, Regional Medical Officer (West Coast Region) -US, Remote",,Full time,Diagnostics,"LocationWilmington, North Carolina, United States of America",LocationWilmington,North Carolina,United States of America,,"LocationWilmington, North Carolina, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01239651/VP-Regional-Medical-Officer-West-Coast-Region-US-Remote,,2024-04-18T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
R-01240864,Sales Development Representative,,Full time,Diagnostics,"LocationSpokane, Washington, United States of America",LocationSpokane,Washington,United States of America,,"LocationSpokane, Washington, United States of America",False,,,,https://jobs.thermofisher.com/global/en/job/R-01240864/Sales-Development-Representative,,2024-05-13T00:00:00.000+0000,,,,,msh@mshthermofisher.com,,Thermo Fisher,https://jobs.thermofisher.com/,,https://cdn.phenompeople.com/CareerConnectResources/TFSCGLOBAL/en_global/desktop/assets/images/header_logo.png,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue of more than $40 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their laboratories, improving patient health through diagnostics or the development and manufacture of life-changing therapies, we are here to support them"
